feature1,feature2,correlation_p,correlation_abs_p,correlation_s,correlation_abs_s,group_col,group_value,group_size,max_corr
goals_against_total,goals_against_average,0.9531502891840877,0.9531502891840877,0.9965236436302028,0.9965236436302028,nationality,Usa,2479,0.9965236436302028
goals_against_total,goals_against_average,0.9476468684418378,0.9476468684418378,0.9963367110572457,0.9963367110572457,fitness_level,Poor,490,0.9963367110572457
goals_against_total,goals_against_average,0.9511296460517533,0.9511296460517533,0.996172326245646,0.996172326245646,nationality,Slovakia,277,0.996172326245646
goals_against_total,goals_against_average,0.9502936639327638,0.9502936639327638,0.9961602666648516,0.9961602666648516,gender,other,832,0.9961602666648516
goals_against_total,goals_against_average,0.9673724241843337,0.9673724241843337,0.9960756120462365,0.9960756120462365,nationality,Hungary,80,0.9960756120462365
goals_against_total,goals_against_average,0.9659674664007215,0.9659674664007215,0.9957906669662422,0.9957906669662422,nationality,Netherlands,157,0.9957906669662422
draft_year,age,-0.9596584131986409,0.9596584131986409,-0.9951566721478857,0.9951566721478857,nationality,Hungary,80,0.9951566721478857
draft_year,age,,,-0.994491773147816,0.994491773147816,nationality,Russia,654,0.994491773147816
draft_year,age,,,-0.9927178790572349,0.9927178790572349,nationality,Netherlands,157,0.9927178790572349
draft_year,age,,,-0.9918263696096121,0.9918263696096121,nationality,Ukraine,148,0.9918263696096121
goals,shooting_percentage_calculated,0.9893277734824583,0.9893277734824583,0.9903389473895058,0.9903389473895058,fitness_level,Poor,490,0.9903389473895058
goals,shooting_percentage_calculated,0.9895440513315149,0.9895440513315149,0.9880243607888933,0.9880243607888933,nationality,Italy,136,0.9895440513315149
goals_against_total,goals_against_average,0.9618059865985238,0.9618059865985238,0.988921055236572,0.988921055236572,nationality,Italy,136,0.988921055236572
goals,shooting_percentage_calculated,0.7962349684492909,0.7962349684492909,0.9883820719123002,0.9883820719123002,nationality,Norway,265,0.9883820719123002
goals,shooting_percentage_calculated,0.9868665991136788,0.9868665991136788,0.9862299863183241,0.9862299863183241,nationality,Latvia,195,0.9868665991136788
draft_year,age,,,-0.9856310594445954,0.9856310594445954,dominant_hand,,651,0.9856310594445954
goals,shooting_percentage_calculated,0.8828055431840303,0.8828055431840303,0.9842020967435111,0.9842020967435111,experience_level,sophomore,2012,0.9842020967435111
goals,shooting_percentage_calculated,0.8562686119172593,0.8562686119172593,0.9828416762311909,0.9828416762311909,won_championship,True,1026,0.9828416762311909
goals,shooting_percentage_calculated,0.8083962922714395,0.8083962922714395,0.9828156068592315,0.9828156068592315,position,defense,3306,0.9828156068592315
goals,shooting_percentage_calculated,0.7230241471260921,0.7230241471260921,0.9827583380890681,0.9827583380890681,experience_level,legend,106,0.9827583380890681
goals,shooting_percentage_calculated,0.8590454902958903,0.8590454902958903,0.9824864203666315,0.9824864203666315,nationality,Usa,2479,0.9824864203666315
passes_attempted,passes_completed,0.9822133865344209,0.9822133865344209,0.9705532494663329,0.9705532494663329,fitness_level,Elite,1123,0.9822133865344209
goals,shooting_percentage_calculated,0.8845292587213031,0.8845292587213031,0.9807789147029365,0.9807789147029365,fitness_level,,467,0.9807789147029365
goals,shooting_percentage_calculated,0.8336125865385963,0.8336125865385963,0.9798256312943691,0.9798256312943691,position,goalie,1634,0.9798256312943691
draft_year,age,,,-0.9798221294661477,0.9798221294661477,nationality,Switzerland,381,0.9798221294661477
goals,shooting_percentage_calculated,0.8496410252927095,0.8496410252927095,0.9797434513783944,0.9797434513783944,nationality,Slovakia,277,0.9797434513783944
goals,shooting_percentage_calculated,0.8125744764965968,0.8125744764965968,0.9795066326345576,0.9795066326345576,gender,female,4089,0.9795066326345576
goals,shooting_percentage_calculated,0.7494006107775616,0.7494006107775616,0.9792907657802263,0.9792907657802263,nationality,Russia,654,0.9792907657802263
goals,shooting_percentage_calculated,0.7884582622067922,0.7884582622067922,0.9788004969828782,0.9788004969828782,fitness_level,Elite,1123,0.9788004969828782
goals,shooting_percentage_calculated,0.7836226194255906,0.7836226194255906,0.9784786274563795,0.9784786274563795,experience_level,rookie,2898,0.9784786274563795
draft_year,age,,,-0.9781119649071709,0.9781119649071709,fitness_level,Poor,490,0.9781119649071709
goals,shooting_percentage_calculated,0.8150800909901869,0.8150800909901869,0.9778215655023195,0.9778215655023195,nationality,Switzerland,381,0.9778215655023195
goals,shooting_percentage_calculated,0.845729795647065,0.845729795647065,0.977683872982396,0.977683872982396,nationality,Czechia,564,0.977683872982396
goals,shooting_percentage_calculated,0.784678309819553,0.784678309819553,0.9776015863557862,0.9776015863557862,fitness_level,Average,1810,0.9776015863557862
goals,shooting_percentage_calculated,0.7683415276127007,0.7683415276127007,0.9773513331901914,0.9773513331901914,dominant_hand,left,7066,0.9773513331901914
goals,shooting_percentage_calculated,0.8206310663898152,0.8206310663898152,0.9769508713820978,0.9769508713820978,position,left wing,1655,0.9769508713820978
draft_year,age,,,-0.976883381971908,0.976883381971908,fitness_level,Average,1810,0.976883381971908
goals,shooting_percentage_calculated,0.8017197461290406,0.8017197461290406,0.9768551917678975,0.9768551917678975,nationality,Canada,2052,0.9768551917678975
goals,shooting_percentage_calculated,0.7645264502812998,0.7645264502812998,0.9768137284849819,0.9768137284849819,fitness_level,Good,3921,0.9768137284849819
goals,shooting_percentage_calculated,0.8061638490564713,0.8061638490564713,0.9764349093336155,0.9764349093336155,nationality,Austria,190,0.9764349093336155
goals,shooting_percentage_calculated,0.7729567852814074,0.7729567852814074,0.9759367170430218,0.9759367170430218,won_championship,False,8974,0.9759367170430218
draft_year,age,,,-0.9759289636816841,0.9759289636816841,nationality,Czechia,564,0.9759289636816841
draft_year,age,,,-0.9759275278597509,0.9759275278597509,captain,True,1532,0.9759275278597509
goals,shooting_percentage_calculated,0.7510964345745215,0.7510964345745215,0.9759049823940787,0.9759049823940787,gender,,925,0.9759049823940787
goals,shooting_percentage_calculated,0.7612904194420304,0.7612904194420304,0.9747693512612629,0.9747693512612629,gender,male,4154,0.9747693512612629
goals,shooting_percentage_calculated,0.7490448125214596,0.7490448125214596,0.9745017109027516,0.9745017109027516,nationality,Sweden,782,0.9745017109027516
draft_year,age,,,-0.9740516940212596,0.9740516940212596,experience_level,veteran,4947,0.9740516940212596
draft_year,age,,,-0.974009063884126,0.974009063884126,won_championship,True,1026,0.974009063884126
draft_year,age,,,-0.973053336352645,0.973053336352645,fitness_level,Elite,1123,0.973053336352645
goals,shooting_percentage_calculated,0.6746863045967744,0.6746863045967744,0.9727882520307813,0.9727882520307813,captain,False,8468,0.9727882520307813
goals,shooting_percentage_calculated,0.747015188846956,0.747015188846956,0.9722697866811155,0.9722697866811155,experience_level,veteran,4947,0.9722697866811155
draft_year,age,,,-0.9717118517268147,0.9717118517268147,nationality,Germany,432,0.9717118517268147
goals,shooting_percentage_calculated,0.7638156006579954,0.7638156006579954,0.9715848958973712,0.9715848958973712,gender,other,832,0.9715848958973712
draft_year,age,,,-0.9714082352953688,0.9714082352953688,nationality,Italy,136,0.9714082352953688
puck_touches,passes_attempted,0.9709190436363643,0.9709190436363643,0.9094574715763921,0.9094574715763921,nationality,Hungary,80,0.9709190436363643
draft_year,age,,,-0.9708000397996661,0.9708000397996661,nationality,Norway,265,0.9708000397996661
goals,shooting_percentage_calculated,0.7215681857705015,0.7215681857705015,0.9705248128654367,0.9705248128654367,position,right wing,1693,0.9705248128654367
goals,shooting_percentage_calculated,0.7494123450813568,0.7494123450813568,0.9702477086065151,0.9702477086065151,fitness_level,Excellent,2189,0.9702477086065151
goals,shooting_percentage_calculated,0.7507055003273926,0.7507055003273926,0.9700820872163252,0.9700820872163252,nationality,France,181,0.9700820872163252
puck_touches,passes_attempted,0.9695226092260222,0.9695226092260222,0.9184938003855556,0.9184938003855556,nationality,Slovenia,92,0.9695226092260222
goals,shooting_percentage_calculated,0.7002421826477168,0.7002421826477168,0.9695199311119244,0.9695199311119244,dominant_hand,right,2283,0.9695199311119244
goals,shooting_percentage_calculated,0.7871325469314195,0.7871325469314195,0.9692569347963945,0.9692569347963945,nationality,Netherlands,157,0.9692569347963945
goals,shooting_percentage_calculated,0.6909947201032838,0.6909947201032838,0.9686758958775581,0.9686758958775581,nationality,Germany,432,0.9686758958775581
draft_year,age,,,-0.9684712962226824,0.9684712962226824,dominant_hand,right,2283,0.9684712962226824
draft_year,age,,,-0.9676274466167767,0.9676274466167767,position,goalie,1634,0.9676274466167767
draft_year,age,,,-0.9672875354145152,0.9672875354145152,position,left wing,1655,0.9672875354145152
draft_year,age,,,-0.9667289123134718,0.9667289123134718,gender,other,832,0.9667289123134718
goals,shooting_percentage_calculated,0.7184407445802168,0.7184407445802168,0.9665983164001313,0.9665983164001313,position,center,1675,0.9665983164001313
draft_year,age,,,-0.9664016972604944,0.9664016972604944,gender,female,4089,0.9664016972604944
draft_year,age,,,-0.9658257746245007,0.9658257746245007,nationality,Latvia,195,0.9658257746245007
draft_year,age,,,-0.9648418466498933,0.9648418466498933,gender,,925,0.9648418466498933
draft_year,age,,,-0.9644377424411866,0.9644377424411866,position,defense,3306,0.9644377424411866
draft_year,age,,,-0.9643552438077069,0.9643552438077069,experience_level,sophomore,2012,0.9643552438077069
draft_year,age,,,-0.9641235770265522,0.9641235770265522,position,center,1675,0.9641235770265522
draft_year,age,,,-0.9639230342361834,0.9639230342361834,nationality,Usa,2479,0.9639230342361834
puck_touches,passes_attempted,0.9637762491280879,0.9637762491280879,0.8751258121457144,0.8751258121457144,nationality,Czechia,564,0.9637762491280879
draft_year,age,,,-0.9634309331274122,0.9634309331274122,won_championship,False,8974,0.9634309331274122
puck_touches,passes_attempted,0.963423441398015,0.963423441398015,0.8936933994417405,0.8936933994417405,nationality,Norway,265,0.963423441398015
goals,shooting_percentage_calculated,0.6626105827884282,0.6626105827884282,0.9631688288389114,0.9631688288389114,nationality,Hungary,80,0.9631688288389114
draft_year,age,,,-0.9630455717345556,0.9630455717345556,fitness_level,Good,3921,0.9630455717345556
goals,shooting_percentage_calculated,0.7187170318926938,0.7187170318926938,0.962932609072172,0.962932609072172,nationality,Denmark,225,0.962932609072172
puck_touches,passes_attempted,0.9627623132419734,0.9627623132419734,0.8899262542798763,0.8899262542798763,position,left wing,1655,0.9627623132419734
draft_year,age,,,-0.9627225590046282,0.9627225590046282,nationality,Austria,190,0.9627225590046282
draft_year,age,,,-0.9626495381910665,0.9626495381910665,nationality,Canada,2052,0.9626495381910665
puck_touches,passes_attempted,0.9624969168540852,0.9624969168540852,0.91340791843593,0.91340791843593,nationality,Latvia,195,0.9624969168540852
draft_year,age,,,-0.9623497459247067,0.9623497459247067,captain,False,8468,0.9623497459247067
draft_year,age,,,-0.9618288255725506,0.9618288255725506,gender,male,4154,0.9618288255725506
puck_touches,passes_attempted,0.961694555592196,0.961694555592196,0.8917653794376379,0.8917653794376379,position,defense,3306,0.961694555592196
puck_touches,passes_attempted,0.9615526673079965,0.9615526673079965,0.9124629918393179,0.9124629918393179,nationality,Ukraine,148,0.9615526673079965
puck_touches,passes_attempted,0.9614962412771905,0.9614962412771905,0.8893863967594456,0.8893863967594456,position,right wing,1693,0.9614962412771905
puck_touches,passes_attempted,0.9612568987799882,0.9612568987799882,0.8875715811519472,0.8875715811519472,position,goalie,1634,0.9612568987799882
draft_year,age,,,-0.9612333817006102,0.9612333817006102,dominant_hand,left,7066,0.9612333817006102
puck_touches,passes_attempted,0.9611317740510764,0.9611317740510764,0.8843489867232228,0.8843489867232228,nationality,Italy,136,0.9611317740510764
puck_touches,passes_attempted,0.9611286507054049,0.9611286507054049,0.8973029698280091,0.8973029698280091,fitness_level,Excellent,2189,0.9611286507054049
puck_touches,passes_attempted,0.9611103812610728,0.9611103812610728,0.9037880962885249,0.9037880962885249,nationality,Denmark,225,0.9611103812610728
puck_touches,passes_attempted,0.960802437137316,0.960802437137316,0.8893971047946663,0.8893971047946663,captain,False,8468,0.960802437137316
puck_touches,passes_attempted,0.9606101071755706,0.9606101071755706,0.8947021866941981,0.8947021866941981,nationality,Sweden,782,0.9606101071755706
puck_touches,passes_attempted,0.9603770297196219,0.9603770297196219,0.8953185526377628,0.8953185526377628,dominant_hand,right,2283,0.9603770297196219
goals,shooting_percentage_calculated,0.6057497763894415,0.6057497763894415,0.960374742040282,0.960374742040282,nationality,Finland,673,0.960374742040282
puck_touches,passes_attempted,0.9598812372245168,0.9598812372245168,0.9006967147781668,0.9006967147781668,nationality,Austria,190,0.9598812372245168
puck_touches,passes_attempted,0.9592746250014831,0.9592746250014831,0.8899378860054274,0.8899378860054274,position,center,1675,0.9592746250014831
puck_touches,passes_attempted,0.9591030792104666,0.9591030792104666,0.8870919588568097,0.8870919588568097,experience_level,rookie,2898,0.9591030792104666
puck_touches,passes_attempted,0.9590738901295027,0.9590738901295027,0.8793918003912398,0.8793918003912398,won_championship,True,1026,0.9590738901295027
draft_year,age,,,-0.9588025764716385,0.9588025764716385,position,right wing,1693,0.9588025764716385
puck_touches,passes_attempted,0.9584022835369881,0.9584022835369881,0.8844866641057318,0.8844866641057318,dominant_hand,left,7066,0.9584022835369881
puck_touches,passes_attempted,0.958400261451072,0.958400261451072,0.8879437924109803,0.8879437924109803,fitness_level,Average,1810,0.958400261451072
draft_year,age,,,-0.9583745238583763,0.9583745238583763,nationality,Finland,673,0.9583745238583763
draft_year,age,,,-0.958225523585592,0.958225523585592,fitness_level,Excellent,2189,0.958225523585592
puck_touches,passes_attempted,0.9580363945091217,0.9580363945091217,0.8807271258263126,0.8807271258263126,gender,female,4089,0.9580363945091217
puck_touches,passes_attempted,0.9579699704963512,0.9579699704963512,0.8887427423553249,0.8887427423553249,experience_level,veteran,4947,0.9579699704963512
puck_touches,passes_attempted,0.9575949388344505,0.9575949388344505,0.883110746360364,0.883110746360364,nationality,Usa,2479,0.9575949388344505
puck_touches,passes_attempted,0.9574577800045313,0.9574577800045313,0.8709492773050802,0.8709492773050802,gender,,925,0.9574577800045313
puck_touches,passes_attempted,0.9573844366824444,0.9573844366824444,0.8860971203549102,0.8860971203549102,won_championship,False,8974,0.9573844366824444
puck_touches,passes_attempted,0.9572259303048973,0.9572259303048973,0.8909238573261951,0.8909238573261951,gender,male,4154,0.9572259303048973
puck_touches,passes_attempted,0.9570396543792945,0.9570396543792945,0.8935546537538007,0.8935546537538007,gender,other,832,0.9570396543792945
puck_touches,passes_attempted,0.9568043310724035,0.9568043310724035,0.8196565198029725,0.8196565198029725,experience_level,legend,106,0.9568043310724035
puck_touches,passes_attempted,0.9567763245931233,0.9567763245931233,0.8935619771479181,0.8935619771479181,nationality,Finland,673,0.9567763245931233
puck_touches,passes_attempted,0.956753736341384,0.956753736341384,0.8834813481437621,0.8834813481437621,fitness_level,Good,3921,0.956753736341384
years_played,age,0.8989129149248007,0.8989129149248007,0.9563703707933361,0.9563703707933361,experience_level,legend,106,0.9563703707933361
puck_touches,passes_attempted,0.9560901579017335,0.9560901579017335,0.8835997625476522,0.8835997625476522,nationality,Canada,2052,0.9560901579017335
puck_touches,passes_attempted,0.9556840926177758,0.9556840926177758,0.868136502028424,0.868136502028424,fitness_level,Elite,1123,0.9556840926177758
puck_touches,passes_attempted,0.9554745534786953,0.9554745534786953,0.8796364745810589,0.8796364745810589,experience_level,sophomore,2012,0.9554745534786953
draft_year,years_played,-0.9123143716771269,0.9123143716771269,-0.9553933919169559,0.9553933919169559,experience_level,legend,106,0.9553933919169559
puck_touches,passes_attempted,0.9549002228919025,0.9549002228919025,0.8754891345852172,0.8754891345852172,nationality,Germany,432,0.9549002228919025
puck_touches,passes_attempted,0.9548978699558652,0.9548978699558652,0.8864662725159573,0.8864662725159573,fitness_level,Poor,490,0.9548978699558652
puck_touches,passes_attempted,0.9546942284429932,0.9546942284429932,0.8791496988734764,0.8791496988734764,dominant_hand,,651,0.9546942284429932
puck_touches,passes_attempted,0.9542276374016962,0.9542276374016962,0.8864609775986262,0.8864609775986262,nationality,France,181,0.9542276374016962
draft_year,age,,,-0.953807429015594,0.953807429015594,nationality,France,181,0.953807429015594
puck_touches,passes_attempted,0.9537752490141311,0.9537752490141311,0.85408367539236,0.85408367539236,nationality,Switzerland,381,0.9537752490141311
puck_touches,passes_attempted,0.9533684793074846,0.9533684793074846,0.8760039121207557,0.8760039121207557,captain,True,1532,0.9533684793074846
puck_touches,passes_attempted,0.9524570875586192,0.9524570875586192,0.8665629257206098,0.8665629257206098,nationality,Slovakia,277,0.9524570875586192
draft_year,age,,,-0.9514938481335454,0.9514938481335454,nationality,Sweden,782,0.9514938481335454
puck_touches,passes_attempted,0.9512983965511868,0.9512983965511868,0.9046572046138704,0.9046572046138704,nationality,Netherlands,157,0.9512983965511868
puck_touches,passes_attempted,0.9507138569259138,0.9507138569259138,0.8737715238134597,0.8737715238134597,fitness_level,,467,0.9507138569259138
puck_touches,passes_attempted,0.9494441389143645,0.9494441389143645,0.8750257467476663,0.8750257467476663,nationality,Russia,654,0.9494441389143645
goals,shooting_percentage_calculated,0.8021145788925702,0.8021145788925702,0.9493451313760018,0.9493451313760018,captain,True,1532,0.9493451313760018
goals,shooting_percentage_calculated,0.7465747988998472,0.7465747988998472,0.9491235448354947,0.9491235448354947,nationality,Ukraine,148,0.9491235448354947
passes_attempted,passes_completed,0.9468601727805578,0.9468601727805578,0.9480488841069078,0.9480488841069078,fitness_level,Excellent,2189,0.9480488841069078
draft_year,age,,,-0.9465326173151695,0.9465326173151695,experience_level,rookie,2898,0.9465326173151695
goals,shooting_percentage_calculated,0.8303756312926657,0.8303756312926657,0.9464479466997843,0.9464479466997843,dominant_hand,,651,0.9464479466997843
passes_attempted,passes_completed,0.9443250792987478,0.9443250792987478,0.9154473692948597,0.9154473692948597,fitness_level,Good,3921,0.9443250792987478
goals,shooting_percentage_calculated,0.6035257992135676,0.6035257992135676,0.9433585733214288,0.9433585733214288,nationality,Slovenia,92,0.9433585733214288
years_played,years_pro,0.9365084409501417,0.9365084409501417,0.9167801696917154,0.9167801696917154,experience_level,sophomore,2012,0.9365084409501417
draft_year,age,,,-0.9354617998597535,0.9354617998597535,nationality,Slovenia,92,0.9354617998597535
puck_touches,passes_completed,0.93232922447579,0.93232922447579,0.8473942559836265,0.8473942559836265,fitness_level,Elite,1123,0.93232922447579
draft_year,years_played,-0.4498816949405847,0.4498816949405847,-0.9319258834173095,0.9319258834173095,dominant_hand,,651,0.9319258834173095
height,shoe_size,0.8066179384511292,0.8066179384511292,0.9253980975565641,0.9253980975565641,nationality,Germany,432,0.9253980975565641
height,shoe_size,0.9251316720740667,0.9251316720740667,0.9033216879871736,0.9033216879871736,nationality,Italy,136,0.9251316720740667
height,shoe_size,0.9227143148799608,0.9227143148799608,0.919583819408896,0.919583819408896,fitness_level,,467,0.9227143148799608
height,shoe_size,0.9214786517995396,0.9214786517995396,0.9080906352293135,0.9080906352293135,nationality,Hungary,80,0.9214786517995396
draft_year,years_played,-0.4046032690823583,0.4046032690823583,-0.9201476645152384,0.9201476645152384,experience_level,veteran,4947,0.9201476645152384
years_played,age,,,0.9196543121973791,0.9196543121973791,dominant_hand,,651,0.9196543121973791
draft_year,age,,,-0.9176822669834451,0.9176822669834451,fitness_level,,467,0.9176822669834451
draft_year,age,,,-0.9170653049232356,0.9170653049232356,nationality,Slovakia,277,0.9170653049232356
height,shoe_size,0.7679686669112181,0.7679686669112181,0.9155628096311127,0.9155628096311127,captain,True,1532,0.9155628096311127
draft_year,years_played,-0.9026103886207631,0.9026103886207631,-0.9144878063066514,0.9144878063066514,nationality,Austria,190,0.9144878063066514
draft_year,age,,,-0.9135804459375907,0.9135804459375907,nationality,Denmark,225,0.9135804459375907
height,shoe_size,0.6851906974112135,0.6851906974112135,0.9134655290206727,0.9134655290206727,dominant_hand,,651,0.9134655290206727
height,shoe_size,0.9133678241598321,0.9133678241598321,0.9033463158708667,0.9033463158708667,nationality,Latvia,195,0.9133678241598321
height,shoe_size,0.7448421345104056,0.7448421345104056,0.9103039814247017,0.9103039814247017,nationality,Sweden,782,0.9103039814247017
height,shoe_size,0.7737862034296936,0.7737862034296936,0.90762284056941,0.90762284056941,experience_level,sophomore,2012,0.90762284056941
height,shoe_size,0.7980347924740285,0.7980347924740285,0.9067379518411623,0.9067379518411623,fitness_level,Elite,1123,0.9067379518411623
height,shoe_size,0.7122498260941099,0.7122498260941099,0.9056973727116504,0.9056973727116504,nationality,Slovakia,277,0.9056973727116504
puck_touches,passes_completed,0.9054753081743374,0.9054753081743374,0.8301202754933255,0.8301202754933255,fitness_level,Good,3921,0.9054753081743374
height,shoe_size,0.6876347268469023,0.6876347268469023,0.9053034280471133,0.9053034280471133,nationality,France,181,0.9053034280471133
height,shoe_size,0.6822327229480708,0.6822327229480708,0.9049566158410526,0.9049566158410526,position,defense,3306,0.9049566158410526
height,shoe_size,0.6735403851591609,0.6735403851591609,0.9043238543816612,0.9043238543816612,gender,male,4154,0.9043238543816612
height,shoe_size,0.6669689995990111,0.6669689995990111,0.9038458162791003,0.9038458162791003,experience_level,rookie,2898,0.9038458162791003
height,shoe_size,0.7047532922618456,0.7047532922618456,0.9034820108610705,0.9034820108610705,won_championship,True,1026,0.9034820108610705
height,shoe_size,0.8141751450643512,0.8141751450643512,0.9034270950543902,0.9034270950543902,nationality,Denmark,225,0.9034270950543902
height,shoe_size,0.7489608909531705,0.7489608909531705,0.9034128828325848,0.9034128828325848,nationality,Usa,2479,0.9034128828325848
goals,power_play_goals,0.9027461066235423,0.9027461066235423,0.8554663586290344,0.8554663586290344,nationality,Hungary,80,0.9027461066235423
height,shoe_size,0.6832802900844356,0.6832802900844356,0.9023097802650982,0.9023097802650982,dominant_hand,left,7066,0.9023097802650982
goals,power_play_goals,0.9021116688090615,0.9021116688090615,0.8823917533339712,0.8823917533339712,nationality,Slovakia,277,0.9021116688090615
height,shoe_size,0.7138001045469288,0.7138001045469288,0.9020898391062088,0.9020898391062088,position,center,1675,0.9020898391062088
height,shoe_size,0.6488607558203185,0.6488607558203185,0.9015030818595341,0.9015030818595341,fitness_level,Excellent,2189,0.9015030818595341
puck_touches,passes_completed,0.9012323931589353,0.9012323931589353,0.8530803582638233,0.8530803582638233,fitness_level,Excellent,2189,0.9012323931589353
height,shoe_size,0.5500848299632863,0.5500848299632863,0.900612727009876,0.900612727009876,nationality,Finland,673,0.900612727009876
height,shoe_size,0.6669530394918203,0.6669530394918203,0.9003613099362592,0.9003613099362592,won_championship,False,8974,0.9003613099362592
years_played,age,,,0.9003112340206594,0.9003112340206594,experience_level,veteran,4947,0.9003112340206594
years_played,years_pro,0.9001080889527977,0.9001080889527977,0.86722936937962,0.86722936937962,experience_level,rookie,2898,0.9001080889527977
height,shoe_size,0.7124847860812118,0.7124847860812118,0.8994858402381958,0.8994858402381958,position,left wing,1655,0.8994858402381958
height,shoe_size,0.645946856965817,0.645946856965817,0.8985694040585193,0.8985694040585193,fitness_level,Good,3921,0.8985694040585193
height,shoe_size,0.6794308749348488,0.6794308749348488,0.8985641062647597,0.8985641062647597,gender,female,4089,0.8985641062647597
